ID_NO,Name_en,Region,Country,Location,Date_inscribed,Danger,Endangered Year,ÿDate_end,ÿCategory,ÿCriterion
463,Ombilin Coal Mining Heritage of Sawahlunto,Asia and the Pacific,Indonesia,Tokyo,2019,0,,,Cultural,(ii)(iv)
464,Tchogha Zanbil,Asia and the Pacific,Iran (Islamic Republic of),Arizona,1979,0,,,Cultural,(iii)(iv)
465,Persepolis,Asia and the Pacific,Iran (Islamic Republic of),Delhi,1979,0,,,Cultural,(i)(iii)(vi)
466,"Meidan Emam, Esfahan",Asia and the Pacific,Iran (Islamic Republic of),Giza,1979,0,,,Cultural,(i)(v)(vi)
467,Takht-e Soleyman,Asia and the Pacific,Iran (Islamic Republic of),Athens,2003,0,,,Cultural,(i)(ii)(iii)(iv)(vi)
468,Pasargadae,Asia and the Pacific,Iran (Islamic Republic of),Cusco,2004,0,,,Cultural,(i)(ii)(iii)(iv)
469,Soltaniyeh,Asia and the Pacific,Iran (Islamic Republic of),Athens,2005,0,,,Cultural,(ii)(iii)(iv)
470,Bam and its Cultural Landscape,Asia and the Pacific,Iran (Islamic Republic of),Tokyo,2004,0,P 2004-2013,2013,Cultural,(ii)(iii)(iv)(v)
471,Bisotun,Asia and the Pacific,Iran (Islamic Republic of),Cusco,2006,0,,,Cultural,(ii)(iii)
472,Armenian Monastic Ensembles of Iran,Asia and the Pacific,Iran (Islamic Republic of),Queensland,2008,0,,,Cultural,(ii)(iii)(vi)
473,Shushtar Historical Hydraulic System,Asia and the Pacific,Iran (Islamic Republic of),Queensland,2009,0,,,Cultural,(i)(ii)(v)
474,Sheikh Safi al-din Kh?neg?h and Shrine Ensemble in Ardabil,Asia and the Pacific,Iran (Islamic Republic of),Uttar Pradesh,2010,0,,,Cultural,(i)(ii)(iv)
475,Tabriz Historic Bazaar Complex,Asia and the Pacific,Iran (Islamic Republic of),Uttar Pradesh,2010,0,,,Cultural,(ii)(iii)(iv)
476,The Persian Garden,Asia and the Pacific,Iran (Islamic Republic of),Athens,2011,0,,,Cultural,(i)(ii)(iii)(iv)(vi)
477,Masjed-e J?m‚ of Isfahan,Asia and the Pacific,Iran (Islamic Republic of),Delhi,2012,0,,,Cultural,(ii)
478,Gonbad-e Q?bus,Asia and the Pacific,Iran (Islamic Republic of),Athens,2012,0,,,Cultural,(i)(ii)(iii)(iv)
479,Golestan Palace,Asia and the Pacific,Iran (Islamic Republic of),Uttar Pradesh,2013,0,,,Cultural,(ii)(iii)(iv)
480,Cultural Landscape of Maymand,Asia and the Pacific,Iran (Islamic Republic of),Agra,2015,0,,,Cultural,(v)
481,Susa,Asia and the Pacific,Iran (Islamic Republic of),Giza,2015,0,,,Cultural,(i)(ii)(iii)(iv)
482,Shahr-i Sokhta,Asia and the Pacific,Iran (Islamic Republic of),Uttar Pradesh,2014,0,,,Cultural,(ii)(iii)(iv)
483,Lut Desert,Asia and the Pacific,Iran (Islamic Republic of),Wiltshire,2016,0,,,Natural,(vii)(viii)
484,The Persian Qanat,Asia and the Pacific,Iran (Islamic Republic of),Agra,2016,0,,,Cultural,(iii)(iv)
485,Historic City of Yazd,Asia and the Pacific,Iran (Islamic Republic of),Delhi,2017,0,,,Cultural,(iii)(v)
486,Sassanid Archaeological Landscape of Fars Region,Asia and the Pacific,Iran (Islamic Republic of),Delhi,2018,0,,,Cultural,(ii)(iii)(v)
487,Hyrcanian Forests,Asia and the Pacific,Iran (Islamic Republic of),Bangkok,2019,0,,,Natural,(ix)
488,Samarra Archaeological City,Arab States,Iraq,Queensland,2007,1,Y 2007,,Cultural,(ii)(iii)(iv)
489,Hatra,Arab States,Iraq,Bangkok,1985,1,Y 2015,,Cultural,(ii)(iii)(iv)(vi)
490,Babylon,Arab States,Iraq,Madhya Pradesh,2019,0,,,Cultural,(iii)(vi)
491,Ashur (Qal'at Sherqat),Arab States,Iraq,Uttar Pradesh,2003,1,Y 2003,,Cultural,(iii)(iv)
492,Erbil Citadel,Arab States,Iraq,Wiltshire,2014,0,,,Cultural,(iv)
493,The Ahwar of Southern Iraq: Refuge of Biodiversity and the Relict Landscape of the Mesopotamian Cities,Arab States,Iraq,Giza,2016,0,,,Mixed,(iii)(v)(ix)(x)
494,Br£ na B¢inne - Archaeological Ensemble of the Bend of the Boyne,Europe and North America,Ireland,Giza,1993,0,,,Cultural,(i)(iii)(iv)
495,Sceilg Mhich¡l,Europe and North America,Ireland,Ontario,1996,0,,,Cultural,(iii)(iv)
496,Masada,Europe and North America,Israel,Athens,2001,0,,,Cultural,(iii)(iv)(vi)
497,Old City of Acre,Europe and North America,Israel,Delhi,2001,0,,,Cultural,(ii)(iii)(v)
498,White City of Tel-Aviv ? the Modern Movement,Europe and North America,Israel,Queensland,2003,0,,,Cultural,(ii)(iv)
499,Incense Route - Desert Cities in the Negev,Europe and North America,Israel,Athens,2005,0,,,Cultural,(iii)(v)
500,"Biblical Tels - Megiddo, Hazor, Beer Sheba",Europe and North America,Israel,Cusco,2005,0,,,Cultural,(ii)(iii)(iv)(vi)
501,Bah ?i Holy Places in Haifa and the Western Galilee,Europe and North America,Israel,Athens,2008,0,,,Cultural,(iii)(vi)
502,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,Europe and North America,Israel,Delhi,2014,0,,,Cultural,(v)
503,Sites of Human Evolution at Mount Carmel: The Nahal Me?arot / Wadi el-Mughara Caves,Europe and North America,Israel,Cusco,2012,0,,,Cultural,(iii)(v)
504,Necropolis of Bet She?arim: A Landmark of Jewish Renewal,Europe and North America,Israel,Giza,2015,0,,,Cultural,(ii)(iii)
505,Church and Dominican Convent of Santa Maria delle Grazie with ?The Last Supper? by Leonardo da Vinci,Europe and North America,Italy,Athens,1980,0,,,Cultural,(i)(ii)
506,Rock Drawings in Valcamonica,Europe and North America,Italy,Giza,1979,0,,,Cultural,(iii)(vi)
507,Historic Centre of Florence,Europe and North America,Italy,Tokyo,1982,0,,,Cultural,(i)(ii)(iii)(iv)(vi)
508,Medici Villas and Gardens in Tuscany,Europe and North America,Italy,Cusco,2013,0,,,Cultural,(ii)(iv)(vi)
509,Venice and its Lagoon,Europe and North America,Italy,Agra,1987,0,,,Cultural,(i)(ii)(iii)(iv)(v)(vi)
510,"Piazza del Duomo, Pisa",Europe and North America,Italy,Agra,1987,0,,,Cultural,(i)(ii)(iv)(vi)
511,Castel del Monte,Europe and North America,Italy,Giza,1996,0,,,Cultural,(i)(ii)(iii)
512,"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex",Europe and North America,Italy,Ontario,1997,0,,,Cultural,(i)(ii)(iii)(iv)
513,Historic Centre of San Gimignano,Europe and North America,Italy,Arizona,1990,0,,,Cultural,(i)(iii)(iv)
514,The Sassi and the Park of the Rupestrian Churches of Matera,Europe and North America,Italy,Arizona,1993,0,,,Cultural,(iii)(iv)(v)
515,City of Vicenza and the Palladian Villas of the Veneto,Europe and North America,Italy,Queensland,1994,0,,,Cultural,(i)(ii)
516,Historic Centre of Siena,Europe and North America,Italy,Bangkok,1995,0,,,Cultural,(i)(ii)(iv)
517,Historic Centre of Naples,Europe and North America,Italy,Cusco,1995,0,,,Cultural,(ii)(iv)
518,Crespi d'Adda,Europe and North America,Italy,Athens,1995,0,,,Cultural,(iv)(v)
519,"Ferrara, City of the Renaissance, and its Po Delta",Europe and North America,Italy,Uttar Pradesh,1995,0,,,Cultural,(ii)(iii)(iv)(v)(vi)
520,The <I>Trulli</I> of Alberobello,Europe and North America,Italy,Delhi,1996,0,,,Cultural,(iii)(iv)(v)
521,Early Christian Monuments of Ravenna,Europe and North America,Italy,Delhi,1996,0,,,Cultural,(i)(ii)(iii)(iv)
522,Historic Centre of the City of Pienza,Europe and North America,Italy,Ontario,1996,0,,,Cultural,(i)(ii)(iv)
523,City of Verona,Europe and North America,Italy,Arizona,2000,0,,,Cultural,(ii)(iv)
524,Residences of the Royal House of Savoy,Europe and North America,Italy,Queensland,1997,0,,,Cultural,(i)(ii)(iv)(v)
525,"Botanical Garden (Orto Botanico), Padua",Europe and North America,Italy,Ontario,1997,0,,,Cultural,(ii)(iii)
526,Archaeological Area and the Patriarchal Basilica of Aquileia,Europe and North America,Italy,Madhya Pradesh,1998,0,,,Cultural,(iii)(iv)(vi)
527,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)",Europe and North America,Italy,Madhya Pradesh,1997,0,,,Cultural,(ii)(iv)(v)
528,"Cathedral, Torre Civica and Piazza Grande, Modena",Europe and North America,Italy,Tokyo,1997,0,,,Cultural,(i)(ii)(iii)(iv)
529,Historic Centre of Urbino,Europe and North America,Italy,Ontario,1998,0,,,Cultural,(ii)(iv)
530,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata",Europe and North America,Italy,Wiltshire,1997,0,,,Cultural,(iii)(iv)(v)
531,Costiera Amalfitana,Europe and North America,Italy,Uttar Pradesh,1997,0,,,Cultural,(ii)(iv)(v)
532,Archaeological Area of Agrigento,Europe and North America,Italy,Bangkok,1997,0,,,Cultural,(i)(ii)(iii)(iv)
533,Villa Romana del Casale,Europe and North America,Italy,Agra,1997,0,,,Cultural,(i)(ii)(iii)
534,Su Nuraxi di Barumini,Europe and North America,Italy,Giza,1997,0,,,Cultural,(i)(iii)(iv)
535,"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula",Europe and North America,Italy,Madhya Pradesh,1998,0,,,Cultural,(iii)(iv)
536,Villa Adriana (Tivoli),Europe and North America,Italy,Queensland,1999,0,,,Cultural,(i)(ii)(iii)
537,Isole Eolie (Aeolian Islands),Europe and North America,Italy,Wiltshire,2000,0,,,Natural,(viii)
538,"Assisi, the Basilica of San Francesco and Other Franciscan Sites",Europe and North America,Italy,Arizona,2000,0,,,Cultural,(i)(ii)(iii)(iv)(vi)
539,Late Baroque Towns of the Val di Noto (South-Eastern Sicily),Europe and North America,Italy,Wiltshire,2002,0,,,Cultural,(i)(ii)(iv)(v)
540,"Villa d'Este, Tivoli",Europe and North America,Italy,Wiltshire,2001,0,,,Cultural,(i)(ii)(iii)(iv)(vi)
541,Val d'Orcia,Europe and North America,Italy,Giza,2004,0,,,Cultural,(iv)(vi)
542,<I>Sacri Monti</I> of Piedmont and Lombardy,Europe and North America,Italy,Tokyo,2003,0,,,Cultural,(ii)(iv)
543,Etruscan Necropolises of Cerveteri and Tarquinia,Europe and North America,Italy,Tokyo,2004,0,,,Cultural,(i)(iii)(iv)
544,Syracuse and the Rocky Necropolis of Pantalica,Europe and North America,Italy,Tokyo,2005,0,,,Cultural,(ii)(iii)(iv)(vi)
545,Genoa: <i>Le Strade Nuove</i> and the system of the<i> Palazzi dei Rolli</i>,Europe and North America,Italy,Tokyo,2006,0,,,Cultural,(ii)(iv)
546,The Dolomites,Europe and North America,Italy,Tokyo,2009,0,,,Natural,(vii)(viii)
547,Mantua and Sabbioneta,Europe and North America,Italy,Cusco,2008,0,,,Cultural,(ii)(iii)
548,Longobards in Italy. Places of the Power (568-774 A.D.),Europe and North America,Italy,Uttar Pradesh,2011,0,,,Cultural,(ii)(iii)(vi)
549,Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato,Europe and North America,Italy,Athens,2014,0,,,Cultural,(iii)(v)
550,Mount Etna,Europe and North America,Italy,Agra,2013,0,,,Natural,(viii)
551,Arab-Norman Palermo and the Cathedral Churches of Cefal£ and Monreale,Europe and North America,Italy,Agra,2015,0,,,Cultural,(ii)(iv)
552,"Ivrea, industrial city of the 20th century",Europe and North America,Italy,Cusco,2018,0,,,Cultural,(iv)
553,Le Colline del Prosecco di Conegliano e Valdobbiadene,Europe and North America,Italy,Madhya Pradesh,2019,0,,,Cultural,(v)
554,Blue and John Crow Mountains,Latin America and the Caribbean,Jamaica,Wiltshire,2015,0,,,Mixed,(iii)(vi)(x)
555,Buddhist Monuments in the Horyu-ji Area,Asia and the Pacific,Japan,Madhya Pradesh,1993,0,,,Cultural,(i)(ii)(iv)(vi)
556,Himeji-jo,Asia and the Pacific,Japan,Delhi,1993,0,,,Cultural,(i)(iv)
557,Yakushima,Asia and the Pacific,Japan,Wiltshire,1993,0,,,Natural,(vii)(ix)
558,Shirakami-Sanchi,Asia and the Pacific,Japan,Athens,1993,0,,,Natural,(ix)
559,"Historic Monuments of Ancient Kyoto (Kyoto, Uji and Otsu Cities)",Asia and the Pacific,Japan,Agra,1994,0,,,Cultural,(ii)(iv)
560,Historic Villages of Shirakawa-go and Gokayama,Asia and the Pacific,Japan,Wiltshire,1995,0,,,Cultural,(iv)(v)
561,Hiroshima Peace Memorial (Genbaku Dome),Asia and the Pacific,Japan,Tokyo,1996,0,,,Cultural,(vi)
562,Itsukushima Shinto Shrine,Asia and the Pacific,Japan,Queensland,1996,0,,,Cultural,(i)(ii)(iv)(vi)
563,Historic Monuments of Ancient Nara,Asia and the Pacific,Japan,Tokyo,1998,0,,,Cultural,(ii)(iii)(iv)(vi)
564,Shrines and Temples of Nikko,Asia and the Pacific,Japan,Arizona,1999,0,,,Cultural,(i)(iv)(vi)
565,Gusuku Sites and Related Properties of the Kingdom of Ryukyu,Asia and the Pacific,Japan,Delhi,2000,0,,,Cultural,(ii)(iii)(vi)
566,Sacred Sites and Pilgrimage Routes in the Kii Mountain Range,Asia and the Pacific,Japan,Giza,2004,0,,,Cultural,(ii)(iii)(iv)(vi)
567,Shiretoko,Asia and the Pacific,Japan,Athens,2005,0,,,Natural,(ix)(x)
568,Iwami Ginzan Silver Mine and its Cultural Landscape,Asia and the Pacific,Japan,Cusco,2007,0,,,Cultural,(ii)(iii)(v)
569,"Hiraizumi ? Temples, Gardens and Archaeological Sites Representing the Buddhist Pure Land",Asia and the Pacific,Japan,Athens,2011,0,,,Cultural,(ii)(vi)
570,Ogasawara Islands,Asia and the Pacific,Japan,Tokyo,2011,0,,,Natural,(ix)
571,"Fujisan, sacred place and source of artistic inspiration",Asia and the Pacific,Japan,Cusco,2013,0,,,Cultural,(iii)(vi)
572,Tomioka Silk Mill and Related Sites,Asia and the Pacific,Japan,Queensland,2014,0,,,Cultural,(ii)(iv)
573,"Sites of Japan?s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining",Asia and the Pacific,Japan,Queensland,2015,0,,,Cultural,(ii)(iv)
574,Hidden Christian Sites in the Nagasaki Region,Asia and the Pacific,Japan,Uttar Pradesh,2018,0,,,Cultural,(iii)
575,Sacred Island of Okinoshima and Associated Sites in the Munakata Region,Asia and the Pacific,Japan,Uttar Pradesh,2017,0,,,Cultural,(ii)(iii)
576,Mozu-Furuichi Kofun Group: Mounded Tombs of Ancient Japan,Asia and the Pacific,Japan,Athens,2019,0,,,Cultural,(iii)(iv)
577,Old City of Jerusalem and its Walls,Arab States,Jerusalem (Site proposed by Jordan),Delhi,1981,1,Y 1982,,Cultural,(ii)(iii)(vi)
578,Petra,Arab States,Jordan,Athens,1985,0,,,Cultural,(i)(iii)(iv)
579,Quseir Amra,Arab States,Jordan,Uttar Pradesh,1985,0,,,Cultural,(i)(iii)(iv)
580,Um er-Rasas (Kastrom Mefa'a),Arab States,Jordan,Agra,2004,0,,,Cultural,(i)(iv)(vi)
581,Wadi Rum Protected Area,Arab States,Jordan,Giza,2011,0,,,Mixed,(iii)(v)(vii)
582,Baptism Site ?Bethany Beyond the Jordan? (Al-Maghtas),Arab States,Jordan,Uttar Pradesh,2015,0,,,Cultural,(iii)(vi)
583,Saryarka ? Steppe and Lakes of Northern Kazakhstan,Asia and the Pacific,Kazakhstan,Wiltshire,2008,0,,,Natural,(ix)(x)
584,Mausoleum of Khoja Ahmed Yasawi,Asia and the Pacific,Kazakhstan,Agra,2003,0,,,Cultural,(i)(iii)(iv)
585,Petroglyphs within the Archaeological Landscape of Tamgaly,Asia and the Pacific,Kazakhstan,Delhi,2004,0,,,Cultural,(iii)
586,Mount Kenya National Park/Natural Forest,Africa,Kenya,Delhi,1997,0,,,Natural,(vii)(ix)
587,Lake Turkana National Parks,Africa,Kenya,Bangkok,1997,1,Y 2018,,Natural,(viii)(x)
588,Lamu Old Town,Africa,Kenya,Queensland,2001,0,,,Cultural,(ii)(iv)(vi)
589,Kenya Lake System in the Great Rift Valley,Africa,Kenya,Bangkok,2011,0,,,Natural,(vii)(ix)(x)
590,Sacred Mijikenda Kaya Forests,Africa,Kenya,Madhya Pradesh,2008,0,,,Cultural,(iii)(v)(vi)
591,"Fort Jesus, Mombasa",Africa,Kenya,Uttar Pradesh,2011,0,,,Cultural,(ii)(v)
592,Thimlich Ohinga Archaeological Site,Africa,Kenya,Wiltshire,2018,0,,,Cultural,(iii)(iv)(v)
593,Phoenix Islands Protected Area,Asia and the Pacific,Kiribati,Giza,2010,0,,,Natural,(vii)(ix)
594,Sulaiman-Too Sacred Mountain,Asia and the Pacific,Kyrgyzstan,Giza,2009,0,,,Cultural,(iii)(vi)
595,Town of Luang Prabang,Asia and the Pacific,Lao People's Democratic Republic,Ontario,1995,0,,,Cultural,(ii)(iv)(v)
596,Vat Phou and Associated Ancient Settlements within the Champasak Cultural Landscape,Asia and the Pacific,Lao People's Democratic Republic,Athens,2001,0,,,Cultural,(iii)(iv)(vi)
597,Megalithic Jar Sites in Xiengkhuang ? Plain of Jars,Asia and the Pacific,Lao People's Democratic Republic,Delhi,2019,0,,,Cultural,(iii)
598,Historic Centre of Riga,Europe and North America,Latvia,Queensland,1997,0,,,Cultural,(i)(ii)
599,Anjar,Arab States,Lebanon,Athens,1984,0,,,Cultural,(iii)(iv)
600,Baalbek,Arab States,Lebanon,Cusco,1984,0,,,Cultural,(i)(iv)
601,Byblos,Arab States,Lebanon,Athens,1984,0,,,Cultural,(iii)(iv)(vi)
602,Tyre,Arab States,Lebanon,Delhi,1984,0,,,Cultural,(iii)(vi)
603,Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab),Arab States,Lebanon,Cusco,1998,0,,,Cultural,(iii)(iv)
604,Archaeological Site of Leptis Magna,Arab States,Libya,Giza,1982,1,Y 2016,,Cultural,(i)(ii)(iii)
605,Archaeological Site of Sabratha,Arab States,Libya,Athens,1982,1,Y 2016,,Cultural,(iii)
606,Archaeological Site of Cyrene,Arab States,Libya,Giza,1982,1,Y 2016,,Cultural,(ii)(iii)(vi)
607,Rock-Art Sites of Tadrart Acacus,Arab States,Libya,Tokyo,1985,1,Y 2016,,Cultural,(iii)
608,Old Town of GhadamŠs,Arab States,Libya,Cusco,1986,1,Y 2016,,Cultural,(v)
609,Vilnius Historic Centre,Europe and North America,Lithuania,Agra,1994,0,,,Cultural,(ii)(iv)
610,Kernav?  Archaeological Site (Cultural Reserve of Kernav?),Europe and North America,Lithuania,Agra,2004,0,,,Cultural,(iii)(iv)
611,City of Luxembourg: its Old Quarters and Fortifications,Europe and North America,Luxembourg,Giza,1994,0,,,Cultural,(iv)
612,Tsingy de Bemaraha Strict Nature Reserve,Africa,Madagascar,Ontario,1990,0,,,Natural,(vii)(x)
613,Royal Hill of Ambohimanga,Africa,Madagascar,Arizona,2001,0,,,Cultural,(iii)(iv)(vi)
614,Rainforests of the Atsinanana,Africa,Madagascar,Arizona,2007,1,Y 2010,,Natural,(ix)(x)
615,Lake Malawi National Park,Africa,Malawi,Queensland,1984,0,,,Natural,(vii)(ix)(x)
616,Chongoni Rock-Art Area,Africa,Malawi,Bangkok,2006,0,,,Cultural,(iii)(vi)
617,Kinabalu Park,Asia and the Pacific,Malaysia,Cusco,2000,0,,,Natural,(ix)(x)
618,Gunung Mulu National Park,Asia and the Pacific,Malaysia,Athens,2000,0,,,Natural,(vii)(viii)(ix)(x)
619,"Melaka and George Town, Historic Cities of the Straits of Malacca",Asia and the Pacific,Malaysia,Uttar Pradesh,2008,0,,,Cultural,(ii)(iii)(iv)
620,Archaeological Heritage of the Lenggong Valley,Asia and the Pacific,Malaysia,Delhi,2012,0,,,Cultural,(iii)(iv)
621,Old Towns of Djenn‚,Africa,Mali,Delhi,1988,1,Y 2016,,Cultural,(iii)(iv)
622,Timbuktu,Africa,Mali,Ontario,1988,1,Y 2012 P 1990-2005,2005,Cultural,(ii)(iv)(v)
623,Cliff of Bandiagara (Land of the Dogons),Africa,Mali,Arizona,1989,0,,,Mixed,(v)(vii)
624,Tomb of Askia,Africa,Mali,Queensland,2004,1,Y 2012,,Cultural,(ii)(iii)(iv)
625,?al Saflieni Hypogeum,Europe and North America,Malta,Ontario,1980,0,,,Cultural,(iii)
626,City of Valletta,Europe and North America,Malta,Madhya Pradesh,1980,0,,,Cultural,(i)(vi)
627,Megalithic Temples of Malta,Europe and North America,Malta,Madhya Pradesh,1980,0,,,Cultural,(iv)
628,Bikini Atoll Nuclear Test Site,Asia and the Pacific,Marshall Islands,Tokyo,2010,0,,,Cultural,(iv)(vi)
629,Banc d'Arguin National Park,Arab States,Mauritania,Ontario,1989,0,,,Natural,(ix)(x)
630,"Ancient <I>Ksour</I> of Ouadane, Chinguetti, Tichitt and Oualata",Arab States,Mauritania,Wiltshire,1996,0,,,Cultural,(iii)(iv)(v)
631,Aapravasi Ghat,Africa,Mauritius,Uttar Pradesh,2006,0,,,Cultural,(vi)
632,Le Morne Cultural Landscape,Africa,Mauritius,Bangkok,2008,0,,,Cultural,(iii)(vi)
633,Sian Ka'an,Latin America and the Caribbean,Mexico,Agra,1987,0,,,Natural,(vii)(x)
634,Pre-Hispanic City and National Park of Palenque,Latin America and the Caribbean,Mexico,Giza,1987,0,,,Cultural,(i)(ii)(iii)(iv)
635,Historic Centre of Mexico City and Xochimilco,Latin America and the Caribbean,Mexico,Madhya Pradesh,1987,0,,,Cultural,(ii)(iii)(iv)(v)
636,Pre-Hispanic City of Teotihuacan,Latin America and the Caribbean,Mexico,Queensland,1987,0,,,Cultural,(i)(ii)(iii)(iv)(vi)
637,Historic Centre of Oaxaca and Archaeological Site of Monte Alb n,Latin America and the Caribbean,Mexico,Wiltshire,1987,0,,,Cultural,(i)(ii)(iii)(iv)
638,Historic Centre of Puebla,Latin America and the Caribbean,Mexico,Arizona,1987,0,,,Cultural,(ii)(iv)
639,Historic Town of Guanajuato and Adjacent Mines,Latin America and the Caribbean,Mexico,Wiltshire,1988,0,,,Cultural,(i)(ii)(iv)(vi)
640,Pre-Hispanic City of Chichen-Itza,Latin America and the Caribbean,Mexico,Wiltshire,1988,0,,,Cultural,(i)(ii)(iii)
641,Whale Sanctuary of El Vizcaino,Latin America and the Caribbean,Mexico,Giza,1993,0,,,Natural,(x)
642,"Archaeological Zone of Paquim‚, Casas Grandes",Latin America and the Caribbean,Mexico,Tokyo,1998,0,,,Cultural,(iii)(iv)
643,Historic Centre of Morelia,Latin America and the Caribbean,Mexico,Tokyo,1991,0,,,Cultural,(ii)(iv)(vi)
644,"El Tajin, Pre-Hispanic City",Latin America and the Caribbean,Mexico,Tokyo,1992,0,,,Cultural,(iii)(iv)
645,Historic Centre of Zacatecas,Latin America and the Caribbean,Mexico,Tokyo,1993,0,,,Cultural,(ii)(iv)
646,Earliest 16th-Century Monasteries on the Slopes of Popocatepetl,Latin America and the Caribbean,Mexico,Tokyo,1994,0,,,Cultural,(ii)(iv)
647,Rock Paintings of the Sierra de San Francisco,Latin America and the Caribbean,Mexico,Cusco,1993,0,,,Cultural,(i)(iii)
648,Pre-Hispanic Town of Uxmal,Latin America and the Caribbean,Mexico,Uttar Pradesh,1996,0,,,Cultural,(i)(ii)(iii)
649,Historic Monuments Zone of Quer‚taro,Latin America and the Caribbean,Mexico,Athens,1996,0,,,Cultural,(ii)(iv)
650,"Hospicio Caba¤as, Guadalajara",Latin America and the Caribbean,Mexico,Agra,1997,0,,,Cultural,(i)(ii)(iii)(iv)
651,Historic Monuments Zone of Tlacotalpan,Latin America and the Caribbean,Mexico,Agra,1998,0,,,Cultural,(ii)(iv)
652,Historic Fortified Town of Campeche,Latin America and the Caribbean,Mexico,Cusco,1999,0,,,Cultural,(ii)(iv)
653,Archaeological Monuments Zone of Xochicalco,Latin America and the Caribbean,Mexico,Madhya Pradesh,1999,0,,,Cultural,(iii)(iv)
654,"Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche",Latin America and the Caribbean,Mexico,Wiltshire,2002,0,,,Mixed,(i)(ii)(iii)(iv)(ix)(x)
655,Franciscan Missions in the Sierra Gorda of Quer‚taro,Latin America and the Caribbean,Mexico,Madhya Pradesh,2003,0,,,Cultural,(ii)(iii)
656,Luis Barrag n House and Studio,Latin America and the Caribbean,Mexico,Delhi,2004,0,,,Cultural,(i)(ii)
657,Islands and Protected Areas of the Gulf of California,Latin America and the Caribbean,Mexico,Wiltshire,2005,1,Y 2019,,Natural,(vii)(ix)(x)
658,Agave Landscape and Ancient Industrial Facilities of Tequila,Latin America and the Caribbean,Mexico,Athens,2006,0,,,Cultural,(ii)(iv)(v)(vi)
659,Central University City Campus of the <i>Universidad Nacional Aut¢noma de M‚xico</i> (UNAM),Latin America and the Caribbean,Mexico,Agra,2007,0,,,Cultural,(i)(ii)(iv)
660,Protective town of San Miguel and the Sanctuary of Jes£s Nazareno de Atotonilco,Latin America and the Caribbean,Mexico,Wiltshire,2008,0,,,Cultural,(ii)(iv)
661,Monarch Butterfly Biosphere Reserve,Latin America and the Caribbean,Mexico,Tokyo,2008,0,,,Natural,(vii)
662,Camino Real de Tierra Adentro,Latin America and the Caribbean,Mexico,Queensland,2010,0,,,Cultural,(ii)(iv)
663,Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,Latin America and the Caribbean,Mexico,Tokyo,2010,0,,,Cultural,(iii)
664,El Pinacate and Gran Desierto de Altar Biosphere Reserve,Latin America and the Caribbean,Mexico,Arizona,2013,0,,,Natural,(vii)(viii)(x)
665,Aqueduct of Padre Tembleque Hydraulic System,Latin America and the Caribbean,Mexico,Delhi,2015,0,,,Cultural,(i)(ii)(iv)
666,Archipi‚lago de Revillagigedo,Latin America and the Caribbean,Mexico,Giza,2016,0,,,Natural,(vii)(ix)(x)
667,Tehuac n-Cuicatl n Valley: originary habitat of Mesoamerica,Latin America and the Caribbean,Mexico,Athens,2018,0,,,Mixed,(iv)(x)
668,Nan Madol: Ceremonial Centre of Eastern Micronesia,Asia and the Pacific,Micronesia (Federated States of),Cusco,2016,1,Y 2016,,Cultural,(i)(iii)(iv)(vi)
669,Orkhon Valley Cultural Landscape,Asia and the Pacific,Mongolia,Athens,2004,0,,,Cultural,(ii)(iii)(iv)
670,Petroglyphic Complexes of the Mongolian Altai,Asia and the Pacific,Mongolia,Tokyo,2011,0,,,Cultural,(iii)
671,Great Burkhan Khaldun Mountain and its surrounding sacred landscape,Asia and the Pacific,Mongolia,Cusco,2015,0,,,Cultural,(iv)(vi)
672,Durmitor National Park,Europe and North America,Montenegro,Queensland,1980,0,,,Natural,(vii)(viii)(x)
673,Natural and Culturo-Historical Region of Kotor,Europe and North America,Montenegro,Queensland,1979,0,P 1979-2003,2003,Cultural,(i)(ii)(iii)(iv)
674,Medina of Fez,Arab States,Morocco,Uttar Pradesh,1981,0,,,Cultural,(ii)(v)
675,Medina of Marrakesh,Arab States,Morocco,Uttar Pradesh,1985,0,,,Cultural,(i)(ii)(iv)(v)
676,Ksar of Ait-Ben-Haddou,Arab States,Morocco,Athens,1987,0,,,Cultural,(iv)(v)
677,Medina of Essaouira (formerly Mogador),Arab States,Morocco,Delhi,2001,0,,,Cultural,(ii)(iv)
678,Historic City of Meknes,Arab States,Morocco,Athens,1996,0,,,Cultural,(iv)
679,Archaeological Site of Volubilis,Arab States,Morocco,Uttar Pradesh,1997,0,,,Cultural,(ii)(iii)(iv)(vi)
680,Medina of T‚touan (formerly known as Titawin),Arab States,Morocco,Agra,1997,0,,,Cultural,(ii)(iv)(v)
